gama_x,gama_y
47012.99094173522,19904.102977240458
47028.754543059156,19919.101672320627
46685.75775532541,20640.875584575348
47023.60281939502,20143.243194028735
47028.754543059156,19919.101672320627
47181.34514483879,19479.003526845947
46959.64624554571,20361.341408646666
47108.58840843977,19691.642266022973
47075.91677916248,19640.844310753047
47034.9353162559,19813.502882821485
47156.43269912014,19530.93148725014
47181.34514483879,19479.003526845947
47028.754543059156,19919.101672320627
46536.31523285003,19168.58971651271
47028.754543059156,19919.101672320627
47352.56100287486,19958.91122789588
46947.31045168138,20370.715382593684
46652.218967683846,18763.51675169263
47013.9526140634,19699.525191979483
47163.25766537839,19800.004753475077
47163.25766537839,19800.004753475077
46973.11912821408,20374.19007153064
46982.018198270816,19649.195774394087
47028.820728353574,19661.632268234156
46935.092072883854,19940.344707018696
47028.754543059156,19919.101672320627
47403.948562805774,19826.97945088055
46993.221218236955,20283.545126685873
47181.34514483879,19479.003526845947
46969.2937813499,20065.719210750423
47028.754543059156,19919.101672320627
47030.51137925254,20053.296637197025
46785.93634294986,20591.637645727023
47067.24075909122,19724.72511648573
46983.47029018309,20123.50914060697
47660.56028932484,19418.455904859118
47039.748825684306,19665.358484224416
47067.24075909122,19724.72511648573
47045.30935310968,20037.80711028818
46713.19717956777,19390.700433219783
46403.207207357045,20837.497168795206
46912.30784889439,20409.83175858762
46962.37590171059,19926.308829442598
46536.31523285003,19168.58971651271
47130.18788519967,20213.879251409322
47609.422913117334,19484.767335211858
47010.17685195466,20275.37210940756
46652.218967683846,18763.51675169263
47072.90104604978,19683.674448631704
44509.681039616,23357.889276885428
46932.3571784714,20393.159377576783
47320.43136158399,19607.977525741793
46507.00170031341,20763.431042968296
47102.64891095634,19703.28520340938
47054.46799963736,20087.414320006967
47055.37409754493,20017.68584123254
46759.59300629969,20573.71844152175
46911.71897989453,19461.056092441082
47158.44956927537,19610.844145304523
46832.504133803886,20508.24837237876
47008.450918855495,20260.464658217505
47181.34514483879,19479.003526845947
46881.32429001096,19557.008080802858
46507.00170031341,20763.431042968296
47314.13767912146,19830.84463647753
47075.91677916248,19640.844310753047
47006.457447140245,19857.352794731036
47082.5793158852,19932.399763504975
46935.092072883854,19940.344707018696
47055.37409754493,20017.68584123254
47181.34514483879,19479.003526845947
47267.60678872478,19881.160812584683
47028.754543059156,19919.101672320627
46692.531129585346,20681.85872960277
46984.69208189461,19669.467887575738
47078.83714815369,19856.294790058397
47028.754543059156,19919.101672320627
47028.754543059156,19919.101672320627
46685.75775532541,20640.875584575348
47006.52343374514,19594.940824783407
47030.51137925254,20053.296637197025
46984.69208189461,19669.467887575738
47181.34514483879,19479.003526845947
47277.7286436531,19609.911665179767
46983.47029018309,20123.50914060697
47023.476516929455,19817.20225961972
47197.66693021532,19898.430484565906
46898.1189700627,19882.19900658354
47174.79379734304,20612.4822307555
47028.754543059156,19919.101672320627
46807.3386402427,19714.62310621701
46652.218967683846,18763.51675169263
46419.81339103414,20770.341315696016
47267.60678872478,19881.160812584683
47020.30749201053,19626.867362496443
47174.79379734304,20612.4822307555
46551.663045573165,20742.76412842702
46898.1189700627,19882.19900658354
46935.092072883854,19940.344707018696
46819.385131172254,19421.627503558062
44473.78193131625,23145.779506519437
47040.29794648872,20046.884534432553
46649.140568337985,20676.23299126886
47293.28994382359,20024.2493234016
46685.75775532541,20640.875584575348
46734.30766130611,20587.319172426127
46969.2937813499,20065.719210750423
47108.58840843977,19691.642266022973
46491.75756912818,20773.626529756002
47262.186491439934,19893.430888437666
47305.284774436965,19617.16307746526
46793.200232486124,20583.378287643194
46980.251249424065,19837.777951420285
